,bgn_utm,bulan,presipitasi,sm_smap,tmin,tmax,t,swr,et_era5,irrigation + pres,Provinsi,irigasi
3379,D.I. Lekopancing,2022-08,24.07,0.38806451612903226,23.370645161290344,29.432903225806474,26.19161290322583,572846796.33,121.73,203.70490544648683,Sulawesi Selatan,179.63490544648684
3412,D.I. Lembor,2021-05,52.54,0.3174193548387097,22.776451612903248,27.87032258064518,25.023870967741956,605025150.22,118.44,172.04962109187608,Nusa Tenggara Timur,119.50962109187608
3413,D.I. Lembor,2021-06,39.85,0.266,22.556666666666693,27.756333333333355,24.80100000000002,548422251.99,88.25,114.29310435846126,Nusa Tenggara Timur,74.44310435846126
3426,D.I. Lembor,2022-07,52.85,0.30870967741935484,21.48903225806454,26.526129032258087,23.63096774193551,605151684.96,121.17,153.6161961270728,Nusa Tenggara Timur,100.76619612707282
3427,D.I. Lembor,2022-08,41.42,0.2874193548387097,21.523548387096795,27.303225806451636,24.085483870967764,658678978.98,108.08,146.66237360614386,Nusa Tenggara Timur,105.24237360614386
3438,D.I. Leuwinangka,2021-07,48.38,0.4106451612903226,21.86193548387099,30.88548387096776,26.130645161290342,602924222.94,126.7,212.7465873831267,Jawa Barat,164.3665873831267
3510,D.I. Lintang Kanan,2021-07,79.61,0.3480645161290322,19.737096774193574,27.39774193548389,23.113548387096795,547639280.5,119.85,251.34068871573572,Sumatera Selatan,171.7306887157357
3534,D.I. Lintang Kiri,2021-07,81.3,0.3545161290322581,18.672258064516157,26.11451612903227,21.949032258064538,548219238.33,121.24000000000001,250.4265945584735,Sumatera Selatan,169.12659455847353
3558,D.I. Lodoyo,2021-07,33.04,0.29,20.680322580645182,28.142258064516152,24.08838709677422,548414996.4,103.44,111.66785014213369,Jawa Timur,78.6278501421337
3559,D.I. Lodoyo,2021-08,16.6,0.23935483870967741,21.29129032258067,28.349354838709708,24.340322580645182,558385204.41,90.15,85.73403688363246,Jawa Timur,69.13403688363246
3570,D.I. Lodoyo,2022-07,42.24,0.30838709677419357,21.01387096774196,27.72258064516131,23.98451612903228,519634479.88,107.75,128.91793448287186,Jawa Timur,86.67793448287185
3571,D.I. Lodoyo,2022-08,29.61,0.3006451612903226,21.251935483870987,28.062903225806473,24.261612903225835,555702454.87,104.2,145.07166384902584,Jawa Timur,115.46166384902584
3572,D.I. Lodoyo,2022-09,51.8,0.30066666666666664,22.22666666666669,28.553000000000015,24.797000000000022,578493370.73,105.71,133.11459891608612,Jawa Timur,81.31459891608613
3579,D.I. Logung,2021-04,114.13,0.4436666666666667,23.276333333333362,30.220000000000024,26.306000000000022,623858427.18,132.61,286.21474625787107,Jawa Tengah,172.08474625787107
3582,D.I. Logung,2021-07,29.77,0.32,22.403870967741955,31.44870967741938,26.560967741935507,618937834.03,111.08,118.93648113230763,Jawa Tengah,89.16648113230764
3603,D.I. Lokopehapo,2021-04,44.07,0.4373333333333333,26.09066666666668,28.190666666666687,27.14933333333336,600743132.0,135.25,183.6106867167354,Nusa Tenggara Timur,139.5406867167354
3604,D.I. Lokopehapo,2021-05,0.0,0.3329032258064516,26.684838709677443,28.83000000000002,27.642580645161313,641548494.0,71.06,127.38676820573411,Nusa Tenggara Timur,127.38676820573411
3606,D.I. Lokopehapo,2021-07,0.0,0.2541935483870968,25.63451612903228,28.138387096774217,26.715483870967773,620200118.0,43.35,104.53573787662188,Nusa Tenggara Timur,104.53573787662188
3608,D.I. Lokopehapo,2021-09,8.62,0.23033333333333333,26.17000000000002,28.853333333333357,27.299000000000024,666810307.42,35.61,96.5270610965853,Nusa Tenggara Timur,87.9070610965853
3615,D.I. Lokopehapo,2022-04,9.469999999999999,0.34833333333333333,26.68633333333336,29.17166666666669,28.075333333333354,671339878.0,133.73,130.69344526100497,Nusa Tenggara Timur,121.22344526100497
3616,D.I. Lokopehapo,2022-05,3.72,0.28161290322580645,27.102258064516153,29.388709677419378,28.20225806451615,635591428.0,79.09,116.62899803325983,Nusa Tenggara Timur,112.90899803325983
3618,D.I. Lokopehapo,2022-07,0.44000000000000006,0.2838709677419355,24.98516129032261,27.18967741935486,25.963225806451636,585184752.0,76.6,115.9560390573483,Nusa Tenggara Timur,115.51603905734831
3620,D.I. Lokopehapo,2022-09,14.75,0.26,25.94200000000002,28.627333333333358,27.16333333333336,678359008.54,36.14,109.60256476432015,Nusa Tenggara Timur,94.85256476432015
3676,D.I. Lurasik,2021-05,29.69,0.3606451612903226,20.643225806451632,28.355806451612924,24.0435483870968,593681688.02,96.87,164.06624275401063,Nusa Tenggara Timur,134.37624275401063
3678,D.I. Lurasik,2021-07,35.3,0.29,19.16387096774196,28.444193548387123,23.201935483870997,598358912.81,68.3,112.2399844755273,Nusa Tenggara Timur,76.9399844755273
3679,D.I. Lurasik,2021-08,3.45,0.2658064516129032,19.940000000000023,29.462258064516153,24.0935483870968,644887342.75,52.08,105.19085000969444,Nusa Tenggara Timur,101.74085000969444
3680,D.I. Lurasik,2021-09,8.879999999999999,0.257,20.978000000000026,30.248666666666693,24.94566666666669,675662859.38,60.96,98.69922735728835,Nusa Tenggara Timur,89.81922735728836
3688,D.I. Lurasik,2022-05,45.35,0.3480645161290323,21.408387096774216,29.29967741935486,24.830322580645184,604425987.88,112.9,159.55416098878706,Nusa Tenggara Timur,114.20416098878707
3690,D.I. Lurasik,2022-07,23.159999999999997,0.3332258064516129,18.74580645161292,25.819354838709703,21.767741935483894,545078690.25,103.68,138.69901692799934,Nusa Tenggara Timur,115.53901692799934
3691,D.I. Lurasik,2022-08,10.0,0.2967741935483871,19.509354838709704,28.64838709677422,23.48838709677421,648989428.91,85.29,119.50933912147592,Nusa Tenggara Timur,109.50933912147592
3692,D.I. Lurasik,2022-09,20.41,0.2733333333333334,20.606333333333357,30.926666666666687,25.116333333333344,706375520.79,74.4,117.67145162149687,Nusa Tenggara Timur,97.26145162149687
3700,D.I. Mada Pangga Kompleks,2021-05,31.130000000000003,0.3287096774193548,23.46064516129034,29.398064516129054,25.9935483870968,631072058.41,101.62,124.88754492852212,Nusa Tenggara Barat,93.75754492852212
3702,D.I. Mada Pangga Kompleks,2021-07,7.1,0.24935483870967742,22.48419354838711,29.77806451612906,25.530967741935502,617021370.91,53.79,84.00895272782807,Nusa Tenggara Barat,76.90895272782808
3703,D.I. Mada Pangga Kompleks,2021-08,0.29000000000000004,0.22741935483870968,22.93193548387099,30.591612903225826,26.19161290322583,678851178.36,47.57,82.14107638626746,Nusa Tenggara Barat,81.85107638626745
3714,D.I. Mada Pangga Kompleks,2022-07,12.55,0.27483870967741936,22.388064516129052,28.721935483870993,25.030967741935502,603138883.11,80.89,93.64361625499576,Nusa Tenggara Barat,81.09361625499577
3715,D.I. Mada Pangga Kompleks,2022-08,0.34,0.2706451612903226,22.611612903225822,30.136774193548412,25.80580645161293,666173486.16,58.61,105.65028650681158,Nusa Tenggara Barat,105.31028650681158
3723,D.I. Magepanda,2021-04,113.91,0.4406666666666667,24.36633333333335,27.643333333333356,25.80900000000002,629485072.52,150.79,292.3708987973709,Nusa Tenggara Timur,178.4608987973709
3724,D.I. Magepanda,2021-05,20.72,0.3319354838709677,24.335483870967767,28.581290322580674,26.270000000000024,658221842.81,96.22,127.84119233151802,Nusa Tenggara Timur,107.12119233151802
3725,D.I. Magepanda,2021-06,25.13,0.2776666666666667,23.859000000000023,28.54100000000002,26.01566666666669,583448932.28,68.23,98.75406299470411,Nusa Tenggara Timur,73.62406299470412
3726,D.I. Magepanda,2021-07,16.16,0.2529032258064516,23.745483870967767,28.181290322580665,25.644838709677444,629166882.21,54.99,88.29154063421637,Nusa Tenggara Timur,72.13154063421638
3727,D.I. Magepanda,2021-08,2.57,0.23451612903225807,23.781935483870992,29.041612903225836,26.06838709677422,690663589.13,45.35,85.1126136346113,Nusa Tenggara Timur,82.5426136346113
3729,D.I. Magepanda,2021-10,40.22,0.2432258064516129,25.030967741935505,29.785161290322602,27.00258064516131,693573522.76,57.19,102.21169330125257,Nusa Tenggara Timur,61.99169330125257
3736,D.I. Magepanda,2022-05,37.68,0.317741935483871,24.844193548387114,28.692903225806475,26.639354838709696,641623934.27,113.71,120.28153435976849,Nusa Tenggara Timur,82.6015343597685
3738,D.I. Magepanda,2022-07,20.56,0.2661290322580645,23.17516129032261,27.098064516129057,24.92612903225809,620881612.7,88.95,91.88610845348,Nusa Tenggara Timur,71.32610845348
3739,D.I. Magepanda,2022-08,7.64,0.24870967741935485,23.384838709677446,28.342903225806477,25.559032258064533,675676710.05,58.73,90.18037861122855,Nusa Tenggara Timur,82.54037861122855
3751,D.I. Malaka,2021-08,7.39,0.21322580645161288,20.811612903225825,28.957741935483895,24.777419354838727,640351929.71,79.65,91.25788117230228,Nusa Tenggara Timur,83.86788117230228
3752,D.I. Malaka,2021-09,9.85,0.20433333333333334,21.70333333333335,29.84766666666669,25.52600000000002,670302968.28,84.63,83.95983084436348,Nusa Tenggara Timur,74.10983084436349
3762,D.I. Malaka,2022-07,46.16,0.2867741935483871,20.09161290322583,26.15709677419357,22.999354838709703,521041689.06,109.69,139.75510736475283,Nusa Tenggara Timur,93.59510736475283
3763,D.I. Malaka,2022-08,12.18,0.24903225806451612,20.401290322580667,28.437096774193574,24.294838709677443,644357616.4,95.7,113.06886826407694,Nusa Tenggara Timur,100.88886826407693
3764,D.I. Malaka,2022-09,19.61,0.224,21.068666666666694,31.196000000000026,25.776000000000018,709720391.5,82.51,103.44688163970028,Nusa Tenggara Timur,83.83688163970028
3774,D.I. Malapang Ampang Tulak,2021-07,130.28,0.7412903225806452,21.293225806451638,28.44548387096777,24.622258064516153,532967759.35,114.38,347.02216003278596,Sumatera Barat,216.74216003278596
3820,D.I. Mamak-Kakiang,2021-05,25.45,0.40258064516129033,23.460645161290344,29.97806451612906,26.252580645161313,572906564.98,91.27,191.38068979512866,Nusa Tenggara Barat,165.93068979512867
3821,D.I. Mamak-Kakiang,2021-06,54.53,0.35966666666666663,23.390333333333356,30.419666666666686,26.399000000000026,525037177.92,65.16,145.13476071530738,Nusa Tenggara Barat,90.60476071530738
3822,D.I. Mamak-Kakiang,2021-07,19.29,0.327741935483871,22.761612903225828,30.042903225806473,25.76193548387099,585778116.1,57.4,123.53468452165184,Nusa Tenggara Barat,104.24468452165183
3823,D.I. Mamak-Kakiang,2021-08,4.390000000000001,0.2958064516129032,23.32967741935486,30.75258064516131,26.38483870967744,629337006.0,50.47,108.92251082289872,Nusa Tenggara Barat,104.53251082289871
3832,D.I. Mamak-Kakiang,2022-05,54.9,0.4087096774193548,23.946129032258085,30.22967741935486,26.700967741935507,573477573.62,112.92,201.5511768698504,Nusa Tenggara Barat,146.6511768698504
3834,D.I. Mamak-Kakiang,2022-07,24.78,0.34935483870967743,22.599354838709697,28.948387096774223,25.210645161290344,532734081.08,69.22,136.69145687654574,Nusa Tenggara Barat,111.91145687654574
3835,D.I. Mamak-Kakiang,2022-08,6.12,0.33677419354838706,22.96709677419357,30.549354838709704,26.132580645161315,625351887.91,55.99,138.7918218022129,Nusa Tenggara Barat,132.6718218022129
3846,D.I. Manganti,2021-07,75.42,0.3529032258064516,22.706451612903244,27.452580645161316,25.04677419354841,520316954.71999997,121.47,208.27965044985262,Jawa Tengah,132.8596504498526
3867,D.I. Manikin,2021-04,68.75,0.47200000000000003,23.093666666666692,28.421000000000024,25.484000000000023,567135596.0,134.44,241.26741924032214,Nusa Tenggara Timur,172.51741924032214
3868,D.I. Manikin,2021-05,4.56,0.3464516129032258,23.678709677419377,29.39096774193551,26.11032258064518,606103526.0,94.81,120.00896290770572,Nusa Tenggara Timur,115.44896290770572
3869,D.I. Manikin,2021-06,13.72,0.2873333333333334,23.15433333333335,29.540333333333358,25.80666666666669,529172564.0,62.22,96.4744567790299,Nusa Tenggara Timur,82.7544567790299
3870,D.I. Manikin,2021-07,21.24,0.2609677419354839,22.48000000000002,29.664516129032286,25.519032258064538,606732094.0,50.56,90.07511491350357,Nusa Tenggara Timur,68.83511491350357
3871,D.I. Manikin,2021-08,0.0,0.24193548387096775,22.855161290322606,30.210967741935512,26.000645161290336,663662420.0,45.62,84.57002599360901,Nusa Tenggara Timur,84.57002599360901
3872,D.I. Manikin,2021-09,0.09,0.23166666666666666,23.654333333333355,31.074000000000016,26.717000000000024,522435071.63,46.65,83.27976037476425,Nusa Tenggara Timur,83.18976037476425
3879,D.I. Manikin,2022-04,47.32,0.41466666666666663,23.95266666666669,29.905666666666693,26.516000000000027,643199058.0,142.43,169.84566038935785,Nusa Tenggara Timur,122.52566038935785
3880,D.I. Manikin,2022-05,9.01,0.3258064516129032,23.949354838709702,30.088064516129062,26.62741935483874,605249674.0,113.0,113.32115823483001,Nusa Tenggara Timur,104.31115823483
3882,D.I. Manikin,2022-07,29.439999999999998,0.27,21.96032258064519,27.31516129032261,24.21032258064519,578428834.0,88.89,91.58152629791932,Nusa Tenggara Timur,62.14152629791933
3883,D.I. Manikin,2022-08,0.0,0.24677419354838712,22.42161290322583,29.839032258064538,25.557741935483893,658443664.0,59.42,85.4998900373481,Nusa Tenggara Timur,85.4998900373481
3884,D.I. Manikin,2022-09,8.05,0.23966666666666664,23.347333333333356,31.941666666666695,26.845333333333357,543534861.75,57.949999999999996,92.60305839164407,Nusa Tenggara Timur,84.55305839164407
3894,D.I. Manjuto,2021-07,117.45,0.8438709677419355,22.121612903225824,29.089677419354867,25.28129032258067,544405385.47,129.0,317.3887452630695,Bengkulu,199.9387452630695
3940,D.I. Mautenda,2021-05,32.120000000000005,0.3648387096774194,21.958064516129056,28.89387096774196,25.071612903225827,616608492.3,108.74000000000001,137.11870357223418,Nusa Tenggara Timur,104.99870357223418
3941,D.I. Mautenda,2021-06,27.01,0.311,21.882333333333357,28.777000000000026,24.864000000000026,546543581.35,86.7,107.54305407518096,Nusa Tenggara Timur,80.53305407518096
3942,D.I. Mautenda,2021-07,16.33,0.28612903225806446,21.015483870967767,29.086129032258086,24.494516129032284,598720137.54,84.48,96.45681250098778,Nusa Tenggara Timur,80.12681250098778
3943,D.I. Mautenda,2021-08,10.719999999999999,0.2632258064516129,21.720967741935507,30.864838709677446,25.741935483870993,664116225.41,50.91,94.6207597134473,Nusa Tenggara Timur,83.9007597134473
3945,D.I. Mautenda,2021-10,40.72,0.27838709677419354,23.299677419354868,31.653870967741955,26.6851612903226,647157070.24,89.09,112.59288167583304,Nusa Tenggara Timur,71.87288167583304
3951,D.I. Mautenda,2022-04,100.28,0.45699999999999996,22.597000000000026,28.21933333333336,24.967666666666695,625686694.54,143.45,262.6997941567822,Nusa Tenggara Timur,162.41979415678222
3952,D.I. Mautenda,2022-05,61.73000000000001,0.3954838709677419,22.729354838709696,28.419677419354866,25.042903225806477,602896190.46,140.5,165.78878549172939,Nusa Tenggara Timur,104.05878549172937
3954,D.I. Mautenda,2022-07,17.72,0.3109677419354839,20.30806451612906,27.423225806451637,23.42225806451616,576094782.97,121.61,101.58642360181783,Nusa Tenggara Timur,83.86642360181783
3955,D.I. Mautenda,2022-08,14.200000000000001,0.3038709677419355,20.985483870967766,28.961935483870985,24.46322580645164,650223680.7,109.10000000000001,114.93199387002997,Nusa Tenggara Timur,100.73199387002997
3964,D.I. Mbay,2021-05,19.89,0.2845161290322581,22.079354838709698,29.860645161290343,25.639032258064535,581851844.0,86.78999999999999,97.74927423950474,Nusa Tenggara Timur,77.85927423950474
3965,D.I. Mbay,2021-06,25.44,0.23433333333333334,22.091000000000026,30.129666666666683,25.664333333333353,519614280.0,54.84,81.28598833815414,Nusa Tenggara Timur,55.84598833815414
3966,D.I. Mbay,2021-07,12.39,0.21580645161290324,21.01709677419357,30.07322580645163,25.030967741935505,583052600.0,47.55,70.97563951957025,Nusa Tenggara Timur,58.58563951957025
3967,D.I. Mbay,2021-08,1.62,0.18870967741935482,21.818064516129052,31.42838709677422,26.124516129032283,643511728.0,36.78,65.18105216960586,Nusa Tenggara Timur,63.561052169605865
3968,D.I. Mbay,2021-09,0.58,0.18266666666666664,22.867333333333356,31.557666666666684,26.62166666666669,520797867.61,45.03,67.49310834804888,Nusa Tenggara Timur,66.91310834804888
3970,D.I. Mbay,2021-11,25.09,0.2916666666666667,23.382333333333353,29.039000000000026,25.558000000000025,537845976.0,115.41,151.87238341113203,Nusa Tenggara Timur,126.78238341113203
3976,D.I. Mbay,2022-05,37.94,0.3293548387096774,22.595806451612926,29.021612903225826,25.328709677419372,573941390.0,119.11,130.69308387827203,Nusa Tenggara Timur,92.75308387827204
3978,D.I. Mbay,2022-07,19.17,0.23870967741935484,20.479677419354864,28.26548387096776,23.97032258064518,546688428.0,80.07,73.6494028925673,Nusa Tenggara Timur,54.47940289256729
3979,D.I. Mbay,2022-08,5.81,0.2829032258064516,21.144838709677433,30.02870967741937,25.03741935483873,634796672.0,70.99,130.2863833819238,Nusa Tenggara Timur,124.4763833819238
3980,D.I. Mbay,2022-09,3.33,0.2836666666666667,22.712666666666692,31.441333333333358,26.448666666666693,547987349.72,63.89,105.96618774939365,Nusa Tenggara Timur,102.63618774939366
3982,D.I. Mbay,2022-11,39.14,0.33166666666666667,23.153666666666695,28.85566666666669,25.40433333333336,543771300.0,117.25,155.64281358068357,Nusa Tenggara Timur,116.50281358068356
3988,D.I. Mena,2021-05,16.19,0.33161290322580644,23.617419354838738,30.474838709677442,26.51838709677422,608450170.8,79.92,117.85494775567611,Nusa Tenggara Timur,101.66494775567611
3989,D.I. Mena,2021-06,17.49,0.2826666666666667,23.382333333333353,30.037000000000024,26.138666666666683,526377613.6,56.72,99.95987832097867,Nusa Tenggara Timur,82.46987832097868
3990,D.I. Mena,2021-07,4.34,0.2664516129032258,22.40032258064518,30.360645161290346,25.759354838709704,606079706.58,46.25,92.27430215788704,Nusa Tenggara Timur,87.93430215788703
3991,D.I. Mena,2021-08,0.0,0.24741935483870967,23.05225806451616,31.215483870967766,26.472258064516154,651816554.96,36.89,89.94989384115918,Nusa Tenggara Timur,89.94989384115918
3992,D.I. Mena,2021-09,8.73,0.24133333333333334,23.800000000000026,31.292666666666694,26.973333333333358,614007067.25,39.43,87.64726911869433,Nusa Tenggara Timur,78.91726911869432
4000,D.I. Mena,2022-05,22.3,0.33677419354838706,24.16645161290326,30.52129032258067,26.932258064516155,606789916.88,90.25,125.15443321590772,Nusa Tenggara Timur,102.85443321590772
4002,D.I. Mena,2022-07,1.81,0.3016129032258064,21.844838709677447,28.071290322580673,24.354193548387116,572242806.61,101.38,100.94409645253425,Nusa Tenggara Timur,99.13409645253425
4003,D.I. Mena,2022-08,1.98,0.26935483870967747,22.589032258064538,30.192258064516153,25.82290322580647,655220457.45,65.67,95.68056580895535,Nusa Tenggara Timur,93.70056580895535
4004,D.I. Mena,2022-09,21.2,0.24933333333333335,23.274333333333356,30.580000000000027,26.735333333333358,642063297.25,51.44,93.32627798258893,Nusa Tenggara Timur,72.12627798258893
4017,D.I. Mentawa,2021-10,94.91,0.4206451612903226,24.26741935483873,28.94290322580648,26.63967741935486,656945660.88,145.13,258.9116389808898,Sulawesi Tengah,164.0016389808898
4035,D.I. Menturus,2021-04,109.38,0.4393333333333333,22.903333333333354,30.467000000000024,26.222333333333363,574299018.17,123.85,287.21675814898583,Jawa Timur,177.83675814898584
4038,D.I. Menturus,2021-07,25.38,0.30129032258064514,21.392258064516156,31.69677419354841,26.280322580645183,622273086.82,106.22,108.97599672436161,Jawa Timur,83.59599672436161
4039,D.I. Menturus,2021-08,11.889999999999999,0.2558064516129032,22.688064516129053,33.08000000000002,27.53806451612905,667842385.75,78.02,94.24332614706876,Jawa Timur,82.35332614706876
4049,D.I. Menturus,2022-06,78.75,0.397,22.619000000000025,30.070333333333355,25.836000000000027,505015844.63,109.35,201.12860182941176,Jawa Timur,122.37860182941176
4050,D.I. Menturus,2022-07,48.3,0.34322580645161294,21.888709677419378,30.556774193548414,25.85064516129035,577776190.19,119.58,142.6382903788813,Jawa Timur,94.3382903788813
4051,D.I. Menturus,2022-08,17.560000000000002,0.3267741935483871,22.4751612903226,31.815161290322607,26.712903225806475,645074877.15,116.56,142.64761639004826,Jawa Timur,125.08761639004825
4065,D.I. Mowila,2021-10,92.44,0.8290322580645161,22.658709677419377,30.108387096774216,25.90741935483874,661956207.08,155.24,279.5860649877232,Sulawesi Tenggara,187.1460649877232
4083,D.I. Mrican,2021-04,95.62,0.3416666666666667,22.373666666666693,29.90633333333336,25.692000000000018,570938075.48,122.88,274.54930742650066,Jawa Timur,178.92930742650066
4086,D.I. Mrican,2021-07,20.77,0.23,20.960000000000022,30.934838709677443,25.580967741935506,601723846.47,99.23,95.247213146499,Jawa Timur,74.47721314649901
4087,D.I. Mrican,2021-08,16.54,0.19,22.090645161290347,31.670322580645184,26.309032258064537,630862639.9,82.63,74.95232574771647,Jawa Timur,58.41232574771647
4098,D.I. Mrican,2022-07,40.76,0.2719354838709677,21.39419354838712,29.8693548387097,25.19741935483873,558563632.6800001,112.57000000000001,141.5834580338455,Jawa Timur,100.8234580338455
4099,D.I. Mrican,2022-08,24.340000000000003,0.2396774193548387,21.930645161290347,30.820645161290344,25.802258064516153,615433985.1,111.16,115.48500419884913,Jawa Timur,91.14500419884912
4110,D.I. Muara Riben,2021-07,98.47,0.3209677419354839,18.121290322580663,25.15774193548389,21.188387096774214,549136755.58,121.89,252.7281329007221,Sumatera Selatan,154.2581329007221
4132,D.I. Mujur II,2021-05,33.71,0.40225806451612905,23.861612903225833,30.462903225806475,26.813870967741966,627734576.56,97.51,168.27906490819677,Nusa Tenggara Barat,134.56906490819676
4134,D.I. Mujur II,2021-07,20.61,0.37774193548387097,22.676451612903247,29.546774193548412,25.653548387096794,605497883.38,74.58,145.1342170563002,Nusa Tenggara Barat,124.5242170563002
4135,D.I. Mujur II,2021-08,11.07,0.3506451612903226,23.186129032258087,30.074516129032283,26.119677419354858,650292857.02,55.22,131.89414359453275,Nusa Tenggara Barat,120.82414359453276
4136,D.I. Mujur II,2021-09,49.05,0.3383333333333333,23.64933333333336,29.88666666666669,26.238000000000024,641949217.1,89.28,123.47248319140766,Nusa Tenggara Barat,74.42248319140766
4146,D.I. Mujur II,2022-07,30.72,0.3690322580645161,22.72096774193551,28.77741935483873,25.32612903225809,600332416.63,108.19,140.2556058363651,Nusa Tenggara Barat,109.53560583636511
4147,D.I. Mujur II,2022-08,15.059999999999999,0.37451612903225806,23.06580645161293,29.75161290322583,25.910322580645182,648127458.13,83.47,152.86291350361316,Nusa Tenggara Barat,137.80291350361315
4148,D.I. Mujur II,2022-09,54.06,0.367,23.616000000000025,30.208666666666694,26.37866666666669,678646917.91,89.46,143.66498802395216,Nusa Tenggara Barat,89.60498802395216
4153,D.I. Namu Sira-sira,2021-02,77.85,0.3296428571428572,21.431428571428597,29.6707142857143,25.51964285714288,577891908.29,127.5,205.6411474149991,Sumatera Utara,127.7911474149991
4180,D.I. Nggorang,2021-05,46.27,0.3287096774193548,23.860645161290343,27.74709677419357,25.519032258064538,628975150.56,107.63,199.60857608873002,Nusa Tenggara Timur,153.33857608873
4181,D.I. Nggorang,2021-06,54.879999999999995,0.2813333333333333,23.659000000000024,27.568666666666694,25.237666666666694,566991589.0699999,81.03,160.395876283065,Nusa Tenggara Timur,105.51587628306501
4182,D.I. Nggorang,2021-07,9.969999999999999,0.26548387096774195,22.838709677419377,27.310000000000024,24.702580645161316,617206916.46,78.99,148.50739641249277,Nusa Tenggara Timur,138.53739641249277
4183,D.I. Nggorang,2021-08,17.46,0.24387096774193548,23.252580645161313,27.97258064516131,25.226451612903244,672927961.97,63.67,138.6278455206898,Nusa Tenggara Timur,121.16784552068978
4192,D.I. Nggorang,2022-05,65.84,0.38290322580645164,24.232580645161317,27.7051612903226,25.689677419354865,616879385.27,122.82000000000001,259.28157396296183,Nusa Tenggara Timur,193.44157396296183
4194,D.I. Nggorang,2022-07,14.23,0.2964516129032258,22.69161290322583,26.63903225806454,24.293548387096802,624819149.04,95.82,167.8330853946673,Nusa Tenggara Timur,153.60308539466732
4195,D.I. Nggorang,2022-08,32.87,0.3074193548387097,22.682903225806477,27.11161290322583,24.54806451612906,675954029.25,81.39,190.04266964869902,Nusa Tenggara Timur,157.172669648699
4203,D.I. Oesao,2021-04,76.82000000000001,0.48833333333333334,23.617000000000022,29.12366666666669,26.15666666666669,568675246.37,134.89,244.13259779625656,Nusa Tenggara Timur,167.31259779625657
4204,D.I. Oesao,2021-05,8.09,0.36161290322580647,24.12129032258067,30.379032258064534,26.87258064516131,604651668.89,107.05,124.99788356193304,Nusa Tenggara Timur,116.90788356193303
4205,D.I. Oesao,2021-06,17.92,0.2983333333333333,23.68366666666669,30.509666666666693,26.614666666666697,526852910.81,69.82,102.49449551422894,Nusa Tenggara Timur,84.57449551422894
4206,D.I. Oesao,2021-07,19.97,0.27225806451612905,22.751612903225826,30.866451612903255,26.287096774193575,605935742.86,61.660000000000004,94.46883856083984,Nusa Tenggara Timur,74.49883856083984
4207,D.I. Oesao,2021-08,0.0,0.25064516129032255,23.325161290322598,31.494838709677442,26.943870967741958,661397637.68,56.04,89.45393450125758,Nusa Tenggara Timur,89.45393450125758
4208,D.I. Oesao,2021-09,0.0,0.24033333333333334,24.240666666666694,32.160333333333355,27.626666666666686,690410825.92,57.519999999999996,87.98463660043814,Nusa Tenggara Timur,87.98463660043814
4215,D.I. Oesao,2022-04,48.29,0.42866666666666664,24.559000000000026,30.481333333333357,27.15166666666669,643524846.0,143.61,171.95575074788843,Nusa Tenggara Timur,123.66575074788844
4216,D.I. Oesao,2022-05,10.79,0.3409677419354839,24.482580645161306,30.70354838709679,27.25709677419357,603987616.68,120.85,119.41134798059244,Nusa Tenggara Timur,108.62134798059245
4218,D.I. Oesao,2022-07,24.42,0.2874193548387097,22.320967741935508,28.202580645161312,24.840967741935508,576669207.26,110.19,96.86912172776292,Nusa Tenggara Timur,72.44912172776291
4219,D.I. Oesao,2022-08,0.0,0.26161290322580644,22.832903225806472,30.87677419354841,26.376774193548407,656954727.8100001,74.26,92.45065654799721,Nusa Tenggara Timur,92.45065654799721
4220,D.I. Oesao,2022-09,7.97,0.24933333333333332,23.77633333333335,32.53000000000003,27.53600000000002,696933209.35,63.54,99.22134938201638,Nusa Tenggara Timur,91.25134938201639
4275,D.I. Pacal,2021-04,97.67,0.4166666666666667,23.614000000000022,30.638000000000023,26.569666666666688,601132688.97,133.26,256.2668144779142,Jawa Timur,158.59681447791417
4276,D.I. Pacal,2021-05,59.79,0.3412903225806452,24.004838709677443,31.31870967741938,27.253548387096796,607057055.76,126.16,150.14937559311372,Jawa Timur,90.35937559311373
4278,D.I. Pacal,2021-07,27.99,0.27774193548387094,22.116129032258083,31.65193548387099,26.60741935483873,627963273.89,110.25,99.53899163738141,Jawa Timur,71.54899163738142
4279,D.I. Pacal,2021-08,25.07,0.24064516129032257,23.2451612903226,33.177741935483894,27.79161290322584,682481952.48,74.44,90.52377837659415,Jawa Timur,65.45377837659416
4290,D.I. Pacal,2022-07,60.87,0.3716129032258064,22.41387096774196,30.359677419354856,26.001935483870987,592173193.84,120.24,185.21181986203612,Jawa Timur,124.34181986203612
4291,D.I. Pacal,2022-08,31.409999999999997,0.3338709677419355,22.85193548387099,31.730322580645186,26.89225806451615,663215807.98,113.07,147.99210761833652,Jawa Timur,116.58210761833652
4327,D.I. Padi Pomahan,2021-08,10.01,0.11548387096774194,20.760967741935506,31.469354838709698,25.836774193548408,650854736.01,80.08,47.22587744883754,Jawa Timur,37.21587744883754
4339,D.I. Padi Pomahan,2022-08,20.23,0.17161290322580647,20.806774193548417,30.43032258064519,25.315161290322603,627560035.37,107.2,105.0880379284253,Jawa Timur,84.85803792842529
4404,D.I. Palakka,2022-01,99.22,0.34161290322580645,24.893548387096793,29.687419354838738,26.92645161290325,588970997.64,139.92,270.3146979748507,Sulawesi Selatan,171.09469797485067
