,bgn_utm,bulan,presipitasi,sm_smap,tmin,tmax,t,swr,et_era5,irrigation + pres,Provinsi,irigasi
5935,D.I. Tanggik Kompleks,2021-08,19.419999999999998,0.21387096774193548,23.18838709677422,29.68483870967745,25.94419354838712,669357355.21,52.46,107.66027418424818,Nusa Tenggara Barat,88.24027418424818
5946,D.I. Tanggik Kompleks,2022-07,24.93,0.2203225806451613,22.57451612903228,28.79483870967745,25.36322580645164,618389512.79,75.03,112.35819161288654,Nusa Tenggara Barat,87.42819161288654
5947,D.I. Tanggik Kompleks,2022-08,19.57,0.23258064516129032,23.22580645161292,29.801612903225827,26.050645161290344,672736107.8100001,49.519999999999996,135.95124657519636,Nusa Tenggara Barat,116.38124657519637
5948,D.I. Tanggik Kompleks,2022-09,48.260000000000005,0.22533333333333333,23.767666666666695,29.728333333333353,26.228666666666694,708082774.0,73.41,122.00654010958947,Nusa Tenggara Barat,73.74654010958946
5952,D.I. Tapau,2021-01,75.53,0.12193548387096774,23.988387096774215,26.70548387096776,25.077741935483893,384492948.0,118.03,197.2222018879127,Kepulauan Riau,121.69220188791269
5953,D.I. Tapau,2021-02,48.92,0.09214285714285715,23.502142857142882,28.273571428571447,25.535714285714306,560159082.0,113.79,130.7963768535143,Kepulauan Riau,81.87637685351429
5964,D.I. Tapau,2022-01,59.56,0.1264516129032258,24.31838709677422,27.9851612903226,25.77129032258067,492781500.0,119.72,205.25002526088352,Kepulauan Riau,145.69002526088352
5966,D.I. Tapau,2022-03,56.480000000000004,0.13193548387096773,24.9393548387097,29.243548387096798,26.810645161290346,582431016.01,138.29,227.3016552207433,Kepulauan Riau,170.8216552207433
6027,D.I. Tilong,2021-04,71.54,0.4706666666666666,23.492333333333356,28.873000000000026,25.95533333333336,568131222.81,134.95,240.4646753138655,Nusa Tenggara Timur,168.92467531386552
6028,D.I. Tilong,2021-05,4.640000000000001,0.3438709677419355,24.016451612903253,29.98774193548389,26.621612903225834,604630853.84,101.73,120.56217244777154,Nusa Tenggara Timur,115.92217244777154
6029,D.I. Tilong,2021-06,15.76,0.2843333333333334,23.546333333333358,30.112333333333353,26.340666666666685,527133225.09000003,66.52,98.69850419037854,Nusa Tenggara Timur,82.93850419037854
6030,D.I. Tilong,2021-07,22.04,0.2603225806451613,22.709354838709697,30.38258064516131,26.02741935483873,605905792.81,57.17,92.82835872178278,Nusa Tenggara Timur,70.78835872178277
6031,D.I. Tilong,2021-08,0.0,0.24129032258064514,23.20677419354841,30.968387096774215,26.617741935483895,661795379.98,51.7,86.22988083224126,Nusa Tenggara Timur,86.22988083224126
6032,D.I. Tilong,2021-09,0.01,0.23166666666666666,24.077333333333353,31.687000000000022,27.300333333333352,667016084.46,53.37,84.91138555140171,Nusa Tenggara Timur,84.9013855514017
6039,D.I. Tilong,2022-04,44.97,0.4086666666666667,24.40400000000003,30.265000000000022,26.960333333333363,643611466.39,142.55,167.9207851375581,Nusa Tenggara Timur,122.95078513755811
6040,D.I. Tilong,2022-05,7.27,0.32096774193548383,24.349677419354865,30.436451612903248,27.050322580645187,604190979.43,117.24,112.93511890761701,Nusa Tenggara Timur,105.66511890761701
6042,D.I. Tilong,2022-07,28.45,0.26935483870967747,22.24451612903228,27.843870967741964,24.63548387096776,576523377.97,103.2,92.30099585228888,Nusa Tenggara Timur,63.850995852288875
6043,D.I. Tilong,2022-08,0.0,0.24580645161290324,22.741612903225825,30.434516129032286,26.095161290322608,657091189.81,68.86,87.9278218397408,Nusa Tenggara Timur,87.9278218397408
6044,D.I. Tilong,2022-09,9.26,0.23866666666666667,23.663000000000025,32.21966666666669,27.282666666666692,675915049.0,61.1,93.6559904900112,Nusa Tenggara Timur,84.3959904900112
6126,D.I. Tuk Kuning,2021-07,21.130000000000003,0.11838709677419354,19.844193548387118,29.955483870967765,24.546129032258087,570904104.0,98.0,177.60562414634268,Daerah Istimewa Yogyakarta,156.47562414634268
6138,D.I. Tuk Kuning,2022-07,61.21,0.13548387096774195,20.24064516129035,28.64258064516131,24.124516129032276,546848822.0,111.21000000000001,212.1570470812313,Daerah Istimewa Yogyakarta,150.9470470812313
6139,D.I. Tuk Kuning,2022-08,74.74,0.13483870967741934,20.47258064516131,29.138064516129056,24.283548387096797,567538332.0,101.28,221.440098927863,Daerah Istimewa Yogyakarta,146.700098927863
6140,D.I. Tuk Kuning,2022-09,65.64,0.13266666666666668,21.580333333333353,29.10200000000002,24.686666666666692,599281453.89,114.41,205.40274149890288,Daerah Istimewa Yogyakarta,139.76274149890287
6148,D.I. Tukad Ayung,2021-05,43.89,0.2432258064516129,24.68677419354841,27.706451612903248,25.98677419354841,609027437.17,94.24,135.47771379490746,Bali,91.58771379490746
6163,D.I. Tukad Ayung,2022-08,43.339999999999996,0.2167741935483871,23.485806451612923,26.44903225806454,24.69451612903228,622690773.03,100.07000000000001,125.68201333512434,Bali,82.34201333512434
6172,D.I. Tukad Oos,2021-05,44.62,0.22903225806451613,23.04290322580648,28.477096774193573,25.293870967741956,610899891.33,106.28999999999999,145.82845742093403,Bali,101.20845742093402
6196,D.I. Tukad Pekerisan,2021-05,48.08,0.18451612903225806,23.525161290322597,28.78774193548389,25.72387096774196,609186121.62,102.52,152.98282104738752,Bali,104.90282104738752
6198,D.I. Tukad Pekerisan,2021-07,46.15,0.16096774193548388,22.39838709677421,27.351290322580663,24.350967741935502,588353261.24,97.52,124.85731185727559,Bali,78.70731185727558
6210,D.I. Tukad Pekerisan,2022-07,46.29,0.15096774193548387,22.429677419354864,26.747741935483887,24.150645161290342,562173076.47,121.63,116.77963452157064,Bali,70.48963452157065
6220,D.I. Tukad Penarukan-Buwus,2021-05,31.97,0.18870967741935482,22.188064516129057,27.32419354838712,24.47451612903228,627834500.02,119.07,115.75856308522683,Bali,83.78856308522683
6222,D.I. Tukad Penarukan-Buwus,2021-07,24.6,0.15516129032258066,20.96967741935486,26.292903225806477,23.334516129032284,618123334.1,113.73,70.81756040156199,Bali,46.21756040156199
6235,D.I. Tukad Penarukan-Buwus,2022-08,22.919999999999998,0.13903225806451613,21.226774193548405,26.27870967741938,23.464838709677444,656400792.52,122.47,66.41464232731155,Bali,43.49464232731155
6244,D.I. Tukad Penet,2021-05,46.55,0.27290322580645165,23.56000000000002,27.884516129032285,25.34645161290326,614208533.73,107.63,159.03281199926454,Bali,112.48281199926454
6268,D.I. Tukad Petanu,2021-05,47.01,0.19161290322580646,23.390000000000025,28.72612903225809,25.614193548387117,609512095.46,103.11,151.83187814103206,Bali,104.82187814103207
6270,D.I. Tukad Petanu,2021-07,47.6,0.16806451612903225,22.2535483870968,27.29064516129035,24.241290322580667,589033124.4,98.6,121.09143079000742,Bali,73.49143079000743
6292,D.I. Tukad Saba,2021-05,50.06,0.3270967741935484,21.85161290322583,27.74193548387099,24.263870967741955,633843594.84,124.44,223.44337057613524,Bali,173.38337057613523
6294,D.I. Tukad Saba,2021-07,27.1,0.30709677419354836,20.59387096774196,26.61548387096776,22.95806451612906,615236250.79,121.72,179.25217576919235,Bali,152.15217576919235
6295,D.I. Tukad Saba,2021-08,51.94,0.27483870967741936,21.108387096774212,27.19677419354841,23.547419354838738,666013901.98,113.04,135.68048360877293,Bali,83.74048360877293
6296,D.I. Tukad Saba,2021-09,30.26,0.264,21.327666666666687,27.06433333333336,23.592000000000024,573340064.85,118.53999999999999,124.96499224496769,Bali,94.70499224496768
6306,D.I. Tukad Saba,2022-07,33.32,0.3080645161290323,20.68645161290325,26.3035483870968,22.910322580645182,600772985.84,125.03,180.87522825256647,Bali,147.55522825256648
6307,D.I. Tukad Saba,2022-08,49.160000000000004,0.29225806451612907,20.844516129032286,26.724838709677446,23.19096774193551,656292458.41,120.98,162.36561130832442,Bali,113.20561130832442
6308,D.I. Tukad Saba,2022-09,34.76,0.28200000000000003,21.20933333333336,27.155666666666693,23.52533333333336,614653209.04,128.32999999999998,145.47036983892724,Bali,110.71036983892725
6316,D.I. Tukad Sungi,2021-05,48.46,0.2651612903225807,24.1877419354839,28.052258064516156,25.810967741935507,613247374.19,103.93,160.2525304005369,Bali,111.79253040053689
6331,D.I. Tukad Sungi,2022-08,52.62,0.23741935483870968,23.03225806451615,26.78258064516131,24.53322580645163,629200411.46,107.92,140.49519194146188,Bali,87.87519194146188
6340,D.I. Tukad Unda,2021-05,41.55,0.1696774193548387,23.1977419354839,28.032903225806468,25.272903225806477,608941809.67,105.35,158.0697012129719,Bali,116.5197012129719
6342,D.I. Tukad Unda,2021-07,49.99,0.14258064516129032,22.24322580645164,26.88064516129035,24.11225806451615,590180185.81,101.42,124.97851470163911,Bali,74.9885147016391
6364,D.I. Tukad Yeh Hoo,2021-05,48.980000000000004,0.2887096774193549,23.30774193548389,27.693225806451636,25.098064516129057,618771797.59,111.24,169.9380010856989,Bali,120.95800108569888
6390,D.I. Waduk Bening,2021-07,27.0,0.32483870967741935,21.41225806451616,31.62483870967744,26.12387096774196,598746940.73,88.89,123.27011072442916,Jawa Timur,96.27011072442916
6391,D.I. Waduk Bening,2021-08,14.48,0.27999999999999997,22.569354838709696,32.49000000000002,26.887419354838727,627449487.77,59.04,106.31058225259375,Jawa Timur,91.83058225259374
6402,D.I. Waduk Bening,2022-07,43.489999999999995,0.38129032258064516,21.716451612903253,30.38741935483873,25.570967741935508,558240603.26,111.56,178.12525401611333,Jawa Timur,134.63525401611332
6403,D.I. Waduk Bening,2022-08,25.11,0.34580645161290324,22.181612903225833,31.462258064516153,26.22483870967744,615773000.99,99.01,153.7106185770162,Jawa Timur,128.60061857701618
6404,D.I. Waduk Bening,2022-09,44.64,0.33433333333333337,23.258333333333358,32.44200000000003,27.16266666666669,632740393.77,72.91,138.11703157697235,Jawa Timur,93.47703157697235
6414,D.I. Waduk Malahayu,2021-07,32.33,0.2719354838709677,23.48645161290325,30.292580645161312,26.451612903225833,574769506.66,114.77,113.67035600404323,Jawa Tengah,81.34035600404323
6438,D.I. Waduk Pondok,2021-07,37.86,0.3964516129032258,21.684193548387125,31.7593548387097,26.41032258064518,600350198.43,103.01,160.82178582249992,Jawa Timur,122.96178582249992
6439,D.I. Waduk Pondok,2021-08,38.05,0.34322580645161294,22.801935483870988,32.86709677419357,27.32225806451615,635901968.72,65.91,129.96962921192218,Jawa Timur,91.91962921192219
6450,D.I. Waduk Pondok,2022-07,68.45,0.4409677419354839,21.878709677419376,30.54225806451615,25.79806451612906,562741027.06,118.83,213.7441259983647,Jawa Timur,145.29412599836468
6451,D.I. Waduk Pondok,2022-08,57.03,0.4096774193548387,22.300967741935512,31.512903225806472,26.40903225806454,618975741.36,112.91,185.03653109761078,Jawa Timur,128.00653109761078
6462,D.I. Waduk Sempor,2021-07,76.97,0.3151612903225806,21.60741935483873,27.935161290322608,24.609354838709702,547719271.13,119.05,234.68723361694305,Jawa Tengah,157.71723361694305
6475,D.I. Waduk Sempor,2022-08,115.89,0.342258064516129,21.914838709677447,27.607419354838733,24.481935483870995,545243205.24,119.99,321.72423763945324,Jawa Tengah,205.83423763945325
6486,D.I. Waduk Wadaslintang,2021-07,71.64,0.28516129032258064,22.07161290322583,28.3035483870968,25.057419354838736,557465572.39,122.23,197.80475150109834,Jawa Tengah,126.16475150109834
6499,D.I. Waduk Wadaslintang,2022-08,75.14999999999999,0.31354838709677424,22.429354838709703,27.98483870967744,24.969677419354866,559462690.7,121.75999999999999,277.0143328194364,Jawa Tengah,201.8643328194364
6508,D.I. Wae Dingin,2021-05,57.01,0.2941935483870968,19.820645161290344,26.20193548387099,22.60322580645164,571963224.0,102.47,169.0380614904631,Nusa Tenggara Timur,112.0280614904631
6509,D.I. Wae Dingin,2021-06,35.3,0.247,19.797666666666696,26.415666666666688,22.642666666666692,519569888.0,76.19,108.00588320521832,Nusa Tenggara Timur,72.70588320521833
6532,D.I. Wae Mantar,2021-05,77.86,0.2967741935483871,21.614193548387124,25.878387096774215,23.519677419354856,582340838.03,102.71,200.38059869091785,Nusa Tenggara Timur,122.52059869091785
6533,D.I. Wae Mantar,2021-06,38.52,0.24433333333333335,21.406000000000024,25.87733333333336,23.41966666666669,530093596.68,70.12,117.06145042821684,Nusa Tenggara Timur,78.54145042821685
6546,D.I. Wae Mantar,2022-07,66.43,0.2945161290322581,20.268387096774212,24.655806451612925,22.181935483870994,581905559.04,90.19,191.10862027184282,Nusa Tenggara Timur,124.67862027184282
6549,D.I. Wae Mantar,2022-10,107.75999999999999,0.3332258064516129,21.954838709677446,26.061935483870993,23.818387096774217,666791682.01,138.29,323.52475562654297,Nusa Tenggara Timur,215.76475562654298
6556,D.I. Waekomo,2021-05,7.73,0.25806451612903225,24.712903225806475,28.549677419354865,26.44387096774196,651330392.73,125.0,110.17416391901668,Nusa Tenggara Timur,102.44416391901667
6557,D.I. Waekomo,2021-06,14.6,0.2076666666666667,24.25066666666669,28.334000000000024,26.104000000000024,579431537.72,97.5,82.68448538525635,Nusa Tenggara Timur,68.08448538525636
6558,D.I. Waekomo,2021-07,13.29,0.18806451612903227,24.022580645161316,28.422258064516154,25.989354838709698,635189209.27,83.56,73.89030643901846,Nusa Tenggara Timur,60.60030643901846
6559,D.I. Waekomo,2021-08,2.6100000000000003,0.17548387096774196,24.159354838709692,29.18903225806454,26.37516129032261,685895567.4,71.9,69.70920863295272,Nusa Tenggara Timur,67.09920863295272
6560,D.I. Waekomo,2021-09,10.75,0.17,24.48800000000002,29.797666666666693,26.792333333333357,659807886.04,73.7,66.23445681255139,Nusa Tenggara Timur,55.484456812551386
6570,D.I. Waekomo,2022-07,11.93,0.1938709677419355,23.6335483870968,27.276774193548412,25.234838709677444,611198227.97,125.53999999999999,73.9199079918077,Nusa Tenggara Timur,61.989907991807705
6571,D.I. Waekomo,2022-08,15.95,0.18354838709677418,23.871935483870995,28.332258064516154,25.800645161290344,671799506.84,87.16,75.0789607194673,Nusa Tenggara Timur,59.1289607194673
6572,D.I. Waekomo,2022-09,15.440000000000001,0.17233333333333334,24.497000000000025,29.517333333333355,26.739000000000022,680565358.78,80.66,66.33886153477967,Nusa Tenggara Timur,50.89886153477967
6585,D.I. Walay,2021-10,79.17,0.35645161290322586,21.86129032258067,29.687096774193577,25.43903225806454,635765542.9300001,141.68,288.4333177232285,Sulawesi Tenggara,209.2633177232285
6633,D.I. Wawotobi Ameroro,2021-10,81.92,0.7061290322580646,22.454516129032278,30.113870967741956,25.931612903225833,646881038.49,147.71,260.3989974372784,Sulawesi Tenggara,178.4789974372784
6657,D.I. Way Apu Sistem,2021-10,68.01,0.3203225806451613,22.19096774193551,29.837741935483894,25.469354838709695,664774602.8,148.48,186.33326719345698,Maluku,118.32326719345697
6669,D.I. Way Apu Sistem,2022-10,70.55,0.3167741935483871,22.061935483870993,30.15387096774196,25.661612903225826,689332178.9399999,152.32,186.02981642214093,Maluku,115.47981642214093
6703,D.I. Way Geren,2021-08,43.43,0.34548387096774197,22.140322580645186,28.042903225806477,24.565483870967764,529508061.7,126.81,181.80211540645803,Maluku,138.37211540645802
6705,D.I. Way Geren,2021-10,57.260000000000005,0.31967741935483873,22.553870967741958,30.133225806451634,25.842258064516148,663620222.48,146.81,165.68602283069032,Maluku,108.42602283069031
6715,D.I. Way Geren,2022-08,75.28,0.3616129032258064,22.04870967741938,27.862258064516155,24.453548387096795,517159025.46000004,124.23,193.77071675056848,Maluku,118.49071675056848
6716,D.I. Way Geren,2022-09,66.91,0.35733333333333334,22.166333333333355,29.115333333333357,25.128000000000025,594321842.62,134.98,175.56584231922022,Maluku,108.65584231922023
6717,D.I. Way Geren,2022-10,59.64,0.31548387096774194,22.41903225806454,30.411935483870987,26.051612903225827,688358747.95,151.39000000000001,165.20954771222748,Maluku,105.56954771222748
6904,D.I. Way Trukat Fogi,2022-05,81.73,0.29612903225806453,22.651290322580667,26.04225806451615,24.04838709677422,534397944.0,136.64,257.06655753531635,Maluku,175.33655753531633
6942,D.I. Way Umpu,2021-07,83.61,0.2990322580645161,21.115483870967765,29.367419354838734,24.980322580645183,554950140.6,129.8,222.11740422944126,Lampung,138.50740422944125
6963,D.I. Wd. Prijetan,2021-04,97.19,0.514,23.627333333333354,30.316666666666688,26.46833333333336,593792293.9,131.38,268.2360754823701,Jawa Timur,171.0460754823701
6964,D.I. Wd. Prijetan,2021-05,62.11,0.43129032258064515,24.038709677419373,31.156451612903243,27.225806451612925,603401851.17,119.16,169.98572047999002,Jawa Timur,107.87572047999002
6966,D.I. Wd. Prijetan,2021-07,23.96,0.3629032258064516,22.241612903225825,31.290000000000024,26.460000000000022,628153280.68,106.63,123.8669910084368,Jawa Timur,99.90699100843679
6967,D.I. Wd. Prijetan,2021-08,19.29,0.31806451612903225,23.280967741935505,32.69193548387099,27.544193548387117,683860200.61,68.12,114.88241999302667,Jawa Timur,95.59241999302668
6968,D.I. Wd. Prijetan,2021-09,46.31,0.305,23.997333333333355,32.85433333333335,27.797000000000025,665180227.92,71.44,116.47334422297743,Jawa Timur,70.16334422297743
6978,D.I. Wd. Prijetan,2022-07,52.82,0.4432258064516129,22.502258064516155,29.992903225806476,25.85903225806454,589824133.7,123.39,181.49988496212177,Jawa Timur,128.67988496212178
6979,D.I. Wd. Prijetan,2022-08,29.560000000000002,0.41161290322580646,22.961935483870988,31.24903225806454,26.65290322580648,662662029.09,114.97,162.43889279796753,Jawa Timur,132.87889279796752
6980,D.I. Wd. Prijetan,2022-09,37.12,0.36333333333333334,23.75633333333336,32.76466666666669,27.722000000000023,689406826.15,82.18,128.4098536043967,Jawa Timur,91.28985360439668
